,target
S Scha Region Switzerland,1
then Siemens retirement,1
Electronics Technical Warsaw,1
Solidarity P Turku,1
1980 trade metalworkers,1
1981 Toruń publishing house,1
Robert Turski,1
11 Polish Scenes Gdańsk,1
S. Niezgod Polish Republic,1
Zakładowa ZR printing Gdańsk,1
High Nidzica,1
1989 Negotiations Dyr,1
pastoral Gorzów Fr,1
collective exhumation PO,1
power plant,1
2007  deceased,1
REGION DEVICE PŁOCK,1
foreign drug underground,1
Solidarity trade provinceSkierniewicki,1
retirement.2008–2011 National Education,1
WYDZV,1
S Aid Płock,1
III Operational Crypt check,1
graduate Catholic Catechetics,1
Catholic Diocesan Curia Płock,1
o.o.there Mazowiecki petrochemical internment,1
subassembly.1985 1986 subassembly.1985 Marquette,1
editorial agency information,1
film Warsaw,1
illustrated film Witnesses,1
2010 Diocesan Płock,1
1990 Health Service,1
letter Pruszcz Gdański,1
Cencit Catholic Chicago,1
average  Warsaw,1
known Moczulski Leszek,1
private Leszek support,1
1998 Technical Secondary Gdańsk,1
Tarnów St. S,1
S Trade Głuchołazy,1
-company Szczecin Catholics Club,1
monetary Stanisław rebounds,1
Mkrotech Szczecin,1
magazine Literary UFO,1
workowness trade Toruń,1
Polish IX Szczecin,1
1983 Western Pomerania,1
student Szczecin,1
phenomenon SocialMovement Poland,1
General Technology General Euroafrica,1
2002–2004 Kapitel retirement,1
professional  Szczecin,1
underground  activists,1
three month France,1
German City cooperation,1
free opposition activities,1
1982  Canada,1
SOR KRPT.Loop,1
medical  practice,1
1989 Krzyki Public ul,1
underground Solidarity Team publishing,1
WatchIII SOR KRPT.Line,1
1981 ZPD ZR,1
Club Trade Białogard,1
1958  Poland,1
underground agency messages,1
technical telecommunications Katowice,1
together Brother Poznań,1
Solidarność trade oversize,1
own  Bristol,1
1981 Katowice Piotrowice,1
S. trade Katowice,1
1981 Mine Stone Uncle,1
1981  Rostarzew,1
technical Remote Railway Plants,1
1981  RFN,1
honorary  member,1
Polish Zgorzelec,1
action tagnetophone S,1
1950  history,1
2000 Ego retirement,1
S consultation activists,1
mechanical  Świdnica,1
trade unions trade Świebodzice,1
1991 air Wrocław,1
scientific  Katowice,1
village Radom,1
km MO EC KRPT.Inspirator,1
NOVA Construction labor,1
KW Katowice,1
Śląsko Dąbrowski KPN,1
48 coal coal Katowice,1
priestly Kalwaria Zebrzydowska,1
reactivated Contract Unity,1
Now SKS university,1
1955  amnesty,1
Individuals trade Poznań,1
underground Tygodnik activists,1
1989 Independent Environmentals,1
historical Wrocław Tygodnik Catholics,1
underground EGO Independence,1
1939 Selected Józef Piłsudski,1
literary Scientific publication,1
Polish Slovak Society,1
Czech publishing Silesia,1
striking  teachers,1
3rd High Poznań,1
Union Individual Solidarity,1
Technical Secondary Krakow,1
Committee work PS,1
1947 Polish Marian Sodalition,1
independent Chairman Professional Nsziezek,1
Kraków Sor Krypt,1
8 III 1982,1
VII 1980 Leszek revolution,1
Solidarity J. Pacula,1
1 year imprisonment,1
SOS leavingV W EC,1
Penual Nowy Sącz,1
1988 Huta Krakow,1
MP PiS list,1
economic Labor Office.1994 activity,1
kW MO EC Krypt,1
monetary Piotr S,1
1989 trade Brzeg,1
medical Scientific Research research,1
III EC crypt,1
smoking Bielsko Biała,1
physical amnesty.1984 work,1
1988–25 SOS Crypt,1
national Members National Niezniazek,1
departmental coordination Racibórz,1
1982  Germany,1
Polish Ludwigsburg.1995 Heilbronn,1
undesirable  Poland,1
Indukt electric Bielsko Biała,1
1981 Cooperative Foods Tamż,1
6 month KARA,1
2018 Bielsko retirement,1
Delegates Śląsko Dąbrowski Ustroń,1
martial World Cup,1
same crypt sauce,1
basic Stargard Szczeciński,1
sanitary Szczecin installations,1
1986 Szczecin work,1
Angel St. Louis,1
underground European Information Agency,1
high Nitrogen Moścki,1
29  Koszalin,1
orphaned Father children,1
priestly  community,1
IX EC KRPT.Boomerang,1
chemical profile,1
1995 Casual gardening,1
martial and);A law,1
Technical Secondary Szczecin,1
responsible Jan Tarnowski,1
vocational school Gdynia,1
2 years imprisonment,1
2010 Foundation Historical Initiative,1
New vice collaborator,1
again Sunday guest,1
Delegates Ustroń pension,1
political Human Rights Toruń,1
mining Wałbrzych,1
1989 Metropolitan Seminary Warsaw,1
alcohol,1
emergency Interior,1
Years,1
Legnica,1
repeatedly  workplace,1
Radom Universal Strike,1
milling  work,1
1981 Social editor,1
agricultural Independent Letters,1
independent Peasant Lublin farmers,1
bearing Bielsko name,1
Bielsko Agreement Centrum Weldoro,1
Member Management Poland,1
1997 Paltinatus Cuiaviano PomeraniSis,1
1980 Provincial Gdańsk,1
S intervention office,1
independent reactivation Warsaw,1
FacultyIII V Interior,1
railway technical railway Communication,1
Gdańsk ships,1
2 Tri City,1
hunting wheel,1
Solidarity,1
unions)Before  boycott,1
MKommisja Zakładowa,1
Trade Unions Borusewicz Printer Statements,1
Pomeranian Medical 1963,1
unity . M. writing,1
specialist clinic Szczecin,1
KW MO EC KRPT.Eskulap,1
Kolporter Information activities,1
12th arrival L. team,1
2006 European Affairs Krakow,1
communist  regime,1
main  electricity,1
metallurgical processing Bochnia,1
1981 Justice Independence Tami,1
GSR,1
1983 Publishing HouseOlofa pension,1
officially employment employment,1
construction Wrocław,1
Mechanical Brzeg,1
Staff Self Department,1
1990 trade Brzeg,1
contemporary song scenario,1
80 Bielsko Biała,1
flying  models,1
Polcul Foundation Award,1
1985 SOR KRPT.Habit,1
pastoral Katowice Panewniki,1
scientific Cardiovascular Surgery,1
long term disease,1
RDL,1
worse mining trade work,1
2009 Kamieniec PO.From,1
1956 High SchoolW. Katowice,1
1982 Zabrze Zaborz,1
Committee Nszowiek Professional,1
weekly Social Chorzowianin,1
foreign SB trips,1
Solidarity Sejm elections,1
instead Lech Wałęsa,1
own carpentry idea,1
Individuals Rzeszow Ustrzycki agreement,1
Renovation Brzeg Sports Club,1
1963 leaveIV KW Krakow,1
high  working,1
1983 SOR KRPT.Parnassus,1
2007 Urban Przedsiębiorstwo o.o.in,1
Municipal Operator Economy,1
trade unions trade Solidarity,1
agricultural circle Machine Dam,1
graduate Electrical Engineering Technology,1
Secretary Staff Directorate,1
1991 parent workplace,1
activist Polish Youth,1
scientific Meeting courses,1
kolporter.1984 1989 Janusz Sławiński,1
scientific Władysław literature,1
Western.1980/1981 Ustrzyki Lower,1
own Public Affairs Foundation,1
1949 Catholic theology,1
Jarosław Glass Hut,1
Wond Southeast x Map,1
PiS list,1
third J. Cathedy,1
1981 Polish Warsaw,1
1987 Audit Krajowaw,1
1950 Fire Scouting Association,1
Ukraine).A Jagiellonian Krakow,1
ZR Gdańsk Bureau;IX,1
then Przegląd Immunite,1
public transport Warsaw,1
departmental Dolny Silesia,1
1981 Free Głogów,1
internal Diseases Medical diseases,1
animal Szepietów,1
1989 Executive Committee,1
vocational Vocational Training Office,1
5 years Amnesty,1
several Anna Walentynowicz,1
1989 Mazur Olsztyn,1
Mechanical Technical Olsztyn,1
there Kolejarzy Pastoral pension,1
"S"".1992 Individual Farmers",1
26 EC Krypt,1
August Agreement,1
members  S,1
there Waldemar Kruszewski,1
repeatedly thought.1982 revisions,1
trade union activities,1
80 SOS TW,1
new Spatial Economy Bialystok,1
academic Academic priests,1
instrument factory PONAR Białystok,1
Parish Bielefeld Paderborn,1
operational Lithuanian KGB,1
geodetic  technician,1
S leather industry member,1
Przemyśl SOR KRPT.Conspirator,1
candidate.1993–1995 Wysokie Mazowieckie,1
local work team,1
railway Poznań,1
1994 Diocesan Printing Department,1
three UKF Białystok,1
1994 Municipal Bialystok,1
Mo SOR KRPT.Publicists,1
1957 Jagiellonian History,1
Polish Nicolaus Copernicus Toruń,1
1975 Kombniki Farm Tapina,1
registered Government Trade Jarosław,1
property.1982 1988 property.1982 Stopped,1
1982 conditionally.28 USA,1
Mo SOR KRPT.Messalina,1
1982  incl,1
retirement TWD 2013,1
conspirative Southeast Region,1
28  VI,1
IV KW crypt,1
1995 Biała Podlaska,1
times  apartments,1
1992 business Suwałki,1
Technical School Ibid,1
MO WYDZIII crypt,1
1980 Agricultural Production Studziane,1
poviat liberty inSuspension,1
2012 Polish Information Białystok,1
SOS SOR KRPT.Relationship,1
1980 Majster repair locomotive,1
Polish State Railways retirement,1
Development So S,1
1987 Zbigniew Water,1
SOR KW crypt,1
correspondence High Łódź,1
national government councils,1
Clinic Polska Warsaw,1
building materials,1
"back"".1984 1989 Helsinki Committee",1
creative o. Łódź,1
1982 Department Person Sieradz,1
small  industry,1
homeless posted.1990 unemployed,1
Literary  notebooks,1
1981 crypt sauce,1
1945 State Economic Ciechanów,1
there Catholic Lublin,1
young lung people,1
martial IX retirement,1
1940 Wrocław Technology,1
building market,1
Grade Center AutomationEnergy,1
offenses,1
following Management President);From,1
1977 Polish Motor Association,1
1981 Deutscher Gewerkschaftsbund,1
MANDA Obcadowanie crypt,1
independent Christian Social Movement,1
1976 enterprise fidgets,1
journalistic Warsaw Warsaw,1
so outgoIII-1 crypt,1
-calledhostile  activity,1
othersthrough SB officers,1
1953  Warsaw,1
local opposition groups,1
1985 Polish State Olsztyn,1
interned KW Kwidzyn,1
factory Agricultural machinery Kutno,1
KW MO KE KRPT.High schoolist,1
Vice Presidium National Niezniezek,1
professional  Łódź,1
1992 Zduńska Wola,1
nearest life family,1
2000 Sołtys Suchoczach,1
KW MO crypt sauce,1
electric Zduńska Łódź,1
Mazovian Zduńska Wola,1
Tygodnik Mazowsze,1
Independent Letter Independent Department,1
branch.1988 1989 Łódź branch.1988 USA,1
1985 SOR KRPT.Club,1
2003 Roadway Express,1
false press information,1
numerous popularizing magazines,1
KRPT.Circle;1981 Sor Krypt,1
own I business,1
degree District Executive Mazury,1
Own Wacław Wrocław,1
1986Accountant Old Field,1
amnesty.1986 Dim'84 o.o,1
1981 Kolporter leaflets,1
1988 printing flat,1
consultative Mieczysław F. Rakowski,1
Economy.1981 1989 UN Economic Commission,1
1985 Dorota print,1
real estate Warsaw,1
Interior Study Office Watch,1
1980 Adam Molder).26 workplace,1
1981 Freedom Justice Wrocław,1
brutal student MO,1
1981 First Commission Map,1
1986 District retirement,1
III crypt SOS.Group,1
1959);1967 Outdoor Technology,1
1989 Syców Forest,1
Democratic Youth,1
repeatedly Co fine,1
nationwatching capital city,1
times Helsinki apartment,1
Wisła,1
2001 Golden Merit,1
- Sor Union,1
Economic High Malbork,1
2007 Lech Ministers,1
Social Economic Liberals,1
1957  Gdańsk,1
1989 Chairman Palace,1
Polish scene gym,1
secondary care Suwałki,1
public trade union activity,1
Culture houses,1
Untritry service,1
29th  1982,1
Canada,1
vocational  HSW,1
HSW,1
1987 Sor Krypt,1
high  Piaseczno,1
independent fire Częstochowa,1
energy technical Wrocław,1
60 Department Factory PZPR,1
technical  Lesko,1
1958 Warsaw Technology,1
family farm,1
1953 Nicolaus Toruń,1
program Britowiek,1
Political ClubLech Bądkowski,1
Anti - Socialist Mazowsze,1
leavingIII Sor Krypt,1
high Maria Curie Tczew,1
again PSS Społem,1
1983  parties,1
Błchatów brown coal minute,1
critically communist system,1
1981 Jarosławska banner,1
Christian Culture Jarosław,1
cross,1
committees  Krakow,1
1984  TEOK,1
Poetry Poetry Pogon,1
1989 Belarusian Białystok,1
III SOR KRPT.Tower,1
armored mining Bełchatów,1
Solidarity Independence Service Club,1
80 trade LPR.From,1
universal Biesstrzyków Mały,1
Solidarity SOR KRPT.Antagonist,1
1942  Lodz,1
commercial Tomaszów retirement,1
III RUSW,1
research techniques Łódź,1
1 year suspension,1
1997 Weekly Bialystok,1
EC KRYPT.Primate,1
1981 Gazeta Olsztyn,1
murdered Marcin Antonowicz,1
private carpentry plants,1
1978 Holy Father,1
1985 Higher Przemyśl,1
simultaneously  PiS.,1
1983–1986 St. Zgorzelec,1
2 Stocznia Gdańsk,1
1980 Workspace Fr,1
1980 Scientific Lodz,1
independent  writings,1
1984 Warsaw Military amnesty,1
1988 Ceramic Jedlnia,1
1953 Adam Poznań,1
wife,1
English,1
legal matters;Spoiler editor,1
1982 EC crypt,1
3 School Correspondence Bialystok,1
college,1
Communications school,1
logoophagus  Krakow,1
31 POLISH POLISH amnesty,1
well Catholic Intelligence Church,1
1971.The Polish Tourist,1
1980 Podkowa Leśna,1
Catholic Intelligence Club,1
Private law Krakow;Since,1
Polish Gymnastic skiing,1
High Zgorzelec,1
Technical Secondary Commerce,1
electronic facilities Mera Elwro,1
Deutscher Gewerkschaftsbund,1
Furniture Facilities Plant,1
internal  trade,1
2011 Polish retirement,1
Central Software Stanisław Region,1
1974 Peace Religions,1
independent Management PZPR,1
1991 Media Ethics Council,1
1969–31 SOR crypt,1
Budapest.1986 1989 Social Consultative Chief,1
1989  TW,1
Krakow Academy,1
national II 1982,1
underground TZR Information S,1
disciplinary Provincial university,1
free Krakowskie listener,1
underground Car Repair Grot,1
assistance WIW Piła,1
1994 West retirement,1
1978 Mo officers,1
1985 General Wojciech Jaruzelski,1
social meat Zamość,1
Pole Script Committee,1
1982  internment,1
2018 Portsmouth).2018 Poland,1
2018 City Siedlce,1
Leszek Kołakowski,1
again  apartment,1
Union Self I,1
Territorial National Defense,1
Huta.1980 1981 student this,1
2011 Warsaw 2011,1
1990 SOR KRPT.Karierowicze,1
1970 plant chemistry Pollena,1
trade union XI,1
Polska Telewizja Polska 2015,1
Holy Father Warsaw,1
so WatchIV crypt,1
Church Historical Commission,1
own ground messages,1
founding Individual meetings,1
Department Electrical Poznań,1
other District plants,1
Zakładowa ZR Momisa,1
patriotic teacher solidarity,1
hunger,1
external KS contacts,1
times distribution).Under SB,1
includingTadeusz world,1
underground Działdowa region,1
2010 Armed Forces 2008,1
renovation Warehouse Płock,1
Fr,1
1982 Agricultural School Complex,1
Zamość beliefs,1
Accounting Warsaw,1
1982 St. Płock,1
consultative Physical Nichment,1
2 School Complex Płock,1
1988 Kolejary Committee,1
3 Home Płock,1
corrosion Izokor Instal,1
3 Branch Płock,1
various  Warsaw,1
Council A Kutno,1
three Płock militia,1
there;Repeatedly Diocesan Charity revisions,1
early Cell Tam.2008 retirement,1
Works Father,1
formal  internment,1
electoral Regional Election law,1
1981 Democratic Warsaw,1
1983 XIII EC,1
directorPolish Radio program 2007,1
1  December,1
repeatedly  flat,1
1984 FacultyThird WiSW,1
fundamental metal Łomża,1
independent  press,1
1949 Main Finance,1
2010  retirement,1
2012–2017 Municipal Płock,1
there Catholic Intelligence,1
local Brzozów Stary,1
1987 Catholic Intelligence Płock,1
vocational  Zamość,1
1987 St. Bartłomiej Zamość,1
2011 Zamość Zamość,1
vocational  guardbook,1
department mining Lubin,1
Committee coal Department,1
Municipal Municipal Oława,1
acting shares cell,1
strict Polish Accreditation sciences,1
2010–2013 European Physical Lublin,1
underground  meetings,1
Kalinovian trial Lublin,1
Research Błonie precision mechanics,1
2012 Audit Committee Siedlce,1
special Special Warsaw,1
5th FacultyIII WSW,1
Supreme verdict,1
Casual assistantin work,1
1980 Wielkopolska Kujawski Region,1
prime member minister,1
Józef Poznań,1
SOS KE KRPT.Gamblers,1
graduate Piotrków Warsaw,1
warning conversations warning interrogations,1
1978–1984 Łęki Kościelne,1
Ärztliche Laborgemeinschaft retirement,1
pastoral Virgin Bełchatów,1
Journalism,1
Polish Culture,1
1986 XI Interior,1
1941 Wrocław Technology,1
Telux o.o . Wieluń,1
secret  cooperation,1
Socialist Polish Youth,1
construction power Bełchatów,1
there SOR KRPT.Optimists,1
Historical Commission,1
graduate Paweł Płock,1
electrical Wytwórni Wytwórne apparatus,1
1931 Higher Pedagogical Łódź,1
illegal August offenses,1
economic Ema cadada,1
III SOR crypt,1
Technical Technical Secondary Bialystok,1
1979 Piotrków Trybunalski,1
1981 W. Piotrkowski ZR,1
independent Piotrków scouting,1
economic  2014,1
BBC school,1
private Piotrków Trybunalski,1
beef reef residence,1
underground emigration Course,1
academic COMMITTEE COMMITTEE communities,1
leavePhilological Philology Poland,1
1990–1991 Investment Directive,1
1989 Pole Secretary,1
1983 General Karol Jabłonki,1
1988 Medical Uakademia building,1
Independent Distinguished Culture activist,1
sacred Stalowa Wola,1
1981 Catholic Lublin,1
auxiliary III Przemyśl,1
Mo SOS KE KRPT.Proxy,1
machine,1
1981 writom independent students,1
Sanitary Installation Permissions,1
vocational  Kutno,1
brown Branch retirement,1
A. subtitles,1
high Zduńska Wola,1
mechanical born3 Wałbrzych,1
Filial Zakłady Mechaniczne Sieradz,1
political Border Control Poland,1
removal Łęczyca,1
1987–1989 Mr. III EC,1
J. Warsaw,1
Polish Self Community Movement,1
Municipal Stefan Kutno,1
Teacher CA DYR.Polish Oslo,1
permanent  employment,1
Round BBC,1
Stage Artists Poznań,1
interned material families,1
Dark  WSE,1
6 Zielona imprisonment,1
theatrical Co performances,1
poorest  1990,1
1985–1988 Sum publishing house,1
Tomaszów leaflets,1
Conditional Tomaszów Lubelski,1
signatory National Council,1
1982 Social editor,1
St. Warsaw,1
Sunday month Sunday Warsaw,1
SOR KRPT.Dewota SOR bonus,1
Democratic Metropolitan Spiritual Warsaw,1
Worker Xelion investment house,1
Błonia Żyrardowskie Zakłady Lniarskie,1
Technical School,1
legal West GSM,1
Jerzy Ślepowron,1
Interior SOR KE KRPT.Katie,1
graduate Political Sciences,1
unsuccessfully  SB,1
1997 Ciechanów Rop District,1
month Wiesław Hungary,1
graduate Warsaw Białystok,1
1965–1970 Chemical Warsaw,1
1980 contact premises,1
briefly  liberation,1
Second High Kutno,1
1991 Taxi 2012,1
Płock EC KRPT.Lion,1
